Bewerken,Type,Lidkaartnummer,Organisatie/vereniging,Naam,Familienaam,Straat,Huisnummer,Bus,Pc,Gemeente,Geboortedatum,Vervalt,Status,Afdrukken,Prijs,ogm,E-mailadres,Nid,Betaald op,userGroups,status
bewerken,Groep,209256,Ecole de Verrewinkel,,,Avenue Dolez,544,,1180,UKKEL,,01/10/2026,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0209/25627+++,elisabeth.engelbeens@hotmail.com,30282,01/10/2025,membersGroup,inactive
bewerken,Groep,214378,Blossem Heat,,,Avenue Paul Verlaine,6,,1300,WAVRE,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0214/37808+++,blossemheatcheerleading@gmail.com,35427,01/11/2024,membersGroup,inactive
bewerken,Groep,209879,Défi Belgique Afrique asbl,,,Avenue Van Volxem,380,,1190,VORST,,01/12/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0209/87968+++,info@ongdba.org,30908,01/12/2024,membersGroup,inactive
bewerken,Groep,213550,Dynamic Symphonic Band vzw,,,Bakkerstraat,136,,9200,Grembergen,,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0213/55053+++,annemie@dynamicsymphonicband.be,34598,01/07/2024,membersGroup,inactive
bewerken,Groep,211453,Fl. Boys Choir vzw Knapenk. In Dulci Jubilo,,,Bar. Dhanisstraat,36,,9100,SINT-NIKLAAS,,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0211/45390+++,guido.debruyne@hotmail.be,32486,01/07/2024,membersGroup,inactive
bewerken,Groep,210087,couleurs Jeunes asbl,,,Bd. M. Herbette,24,,1080,SINT-JANS-MOLENBEEK,,01/01/2026,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0210/08782+++,coordination@couleursjeunes.be,31117,01/01/2025,membersGroup,inactive
bewerken,Groep,214213,Exodus Vision Belgium,,,Beeckman de Crayloo,3,bus 1,1070,ANDERLECHT,,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0214/21337+++,exodusvisionbelgium@gmail.com,35262,01/10/2024,membersGroup,inactive
bewerken,Groep,70069,GEMEENTELIJKE BASISSCHOOL,,,Beekstraat,40,,9090,MELLE,26/08/2011,01/12/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0070/06935+++,DIRECTIE@GBSMELLE.BE,19062,01/12/2024,membersGroup,inactive
bewerken,Groep,208610,Vrij Kath. Basisonderw. Wingene,,,Beernemsteenweg,117,,8750,WINGENE,,01/06/2026,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0208/61060+++,michiel.dejaeger@3span.be,29627,01/06/2025,membersGroup,inactive
bewerken,Groep,210887,De Zonnetuin,,,Beeweg,32,,8310,Sint-Kruis,,01/08/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0210/88709+++,directie@zonnetuin.be,31918,01/08/2024,membersGroup,inactive
bewerken,Groep,207003,Campus 'Het spoor',,,Begonialaan,34,,2400,Mol,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0207/00305+++,baeyensster@gmail.com,28015,01/11/2024,membersGroup,inactive
bewerken,Groep,214644,Kristus Koning OV4,,,Bethaniënlei,5,,2960,Sint-Job-In-'T-Goor,,01/12/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0214/64480+++,jonah_leyers@me.com,35696,01/12/2024,membersGroup,inactive
bewerken,Groep,213741,Arc-en-Ciel,,,bien-faire,41,,1170,WATERMAAL-BOSVOORDE,,01/08/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0213/74150+++,sejour@arc-en-ciel.be,34789,01/08/2024,membersGroup,inactive
bewerken,Groep,206732,Kon.Zwemclub Neptunus Aalst,,,Bieststraat,26,,9308,Hofstade,,01/09/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0206/73225+++,stefanie.de.geest@neptunusaalst.be,27744,01/09/2024,membersGroup,inactive
bewerken,Groep,84666,STED. BS RAPERTINGEN,,,BIESTSTRAAT,40,,3500,HASSELT,23/05/2013,01/08/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0084/66682+++,SBS.RAPERTINGEN@HASELT.BE,19200,01/08/2024,membersGroup,inactive
bewerken,Groep,214401,KOPERGIETERY,,,Blekerijstraat,50,,9000,GENT,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0214/40131+++,ilja@kopergietery.be,35451,01/11/2024,membersGroup,inactive
bewerken,Groep,214369,Pro Cantione,,,Bochtlaan,11,,3600,GENK,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0214/36996+++,info@procantione.be,35418,01/11/2024,membersGroup,inactive
bewerken,Groep,211022,VBS Harten Troef,,,Boekhoutstraat,1,,1670,PEPINGEN,,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0211/02247+++,directie@hartentroef.be,32053,01/07/2024,membersGroup,inactive
bewerken,Groep,207007,COVIDA-Unit Siemkensheuvel vzw,,,Bokkerijdersweg,20,,3680,MAASEIK,,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0207/00709+++,andre.peeters@covida.be,28019,01/07/2024,membersGroup,inactive
bewerken,Groep,208890,Rode Kruis Aarschot,,,Boudewijnlaan,2,,3200,AARSCHOT,,01/12/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0208/89049+++,secretaris@aarschot.rodekruis.be,29916,01/12/2024,membersGroup,inactive
bewerken,Groep,79807,SANCTA MARIA BASISSCHOOL,,,BREENDONKSTRAAT,160,,2830,WILLEBROEK,15/09/2012,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0079/80773+++,DIRECTIEBR@SANCTAMARIAWILLEBROEK.BE,19137,01/10/2024,membersGroup,inactive
bewerken,Groep,26772,GEM. BS JEZUS-EIK,,,BRUSSELSESTEENWEG,592,,3090,OVERIJSE,1/01/1900,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0026/77297+++,SECRETARIAAT@GBSJE.BE,18727,01/11/2024,membersGroup,inactive
bewerken,Groep,213552,Vlaamse zwemfederatie vzw,,,Burg. Maenhautstraat,100-102,,9820,MERELBEKE,,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0213/55255+++,info@zwemfed.be,34600,01/07/2024,membersGroup,inactive
bewerken,Groep,209884,Natuurpunt Lommel,,,Burgemeesterstr.,88,,3920,LOMMEL,,01/12/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0209/88473+++,benito.vergara@hotmail.be,30913,01/12/2024,membersGroup,inactive
bewerken,Groep,214230,GO! BS De Vlindertuin,,,C. de Rorestraat,25,,2800,MECHELEN,,01/12/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0214/23054+++,directie@devlindertuinmechelen.be,35279,01/12/2024,membersGroup,inactive
bewerken,Groep,80513,Inst Techn Saint Vincent,,,Chaussée de Braine,22,,7060,SOIGNIES,1/01/2012,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0080/51303+++,pascale.carminati@ces-st-vincent.org,19140,01/10/2024,membersGroup,inactive
bewerken,Groep,99229,DE L'AUTRE COTE DE L'ECOLE,,,CHAUSSEE DE WAVRE,1789,,1160,AUDERGHEM,1/01/2017,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0099/22995+++,SECRETARIAT@ACE.BE,19799,01/11/2024,membersGroup,inactive
bewerken,Groep,214642,École La Fermette,,,Chemin au Bois,9/nov,,1970,WEZEMBEEK-OPPEM,,01/12/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0214/64278+++,ingridgoossens26@gmail.com,35694,01/12/2024,membersGroup,inactive
bewerken,Groep,210031,3Pommes.org asbl,,,Chemin de la Caracole,72,,5000,NAMUR,,01/01/2026,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0210/03126+++,patrick@3pommes.org,31060,01/01/2025,membersGroup,inactive
bewerken,Groep,214283,ECOLE OUVERTE,,,Chemin de Strins,6,,1380,LASNE,,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0214/28310+++,secretariat@ecole-ouverte.be,35332,01/10/2024,membersGroup,inactive
bewerken,Groep,211033,Ecole Communale d Olne,,,Chemin des Ecoliers,3,,4877,OLNE,,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0211/03358+++,anne.boulanger@olne.be,32064,01/07/2024,membersGroup,inactive
bewerken,Groep,75660,KUNSTHUMANIORA BRUSSEL,,,CHRYSANTENSTRAAT,26,,1020,BRUSSEL (LAKEN),22/03/2012,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0075/66097+++,KOEN.KHB@GMAIL.COM,19096,01/10/2024,membersGroup,inactive
bewerken,Groep,200808,GBS OCTOPUS,,,CLEMENCEAUSTRAAT,115,,2860,SINT-KATELIJNE-WAVER,,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0200/80818+++,SECRETARIAAT@OCTOPUSSCHOOL.BE,21470,01/10/2024,membersGroup,inactive
bewerken,Groep,210035,Natuurpunt Studie vzw,,,Coxiestraat,11,,2800,Mechelen,,01/01/2026,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0210/03530+++,sanne.ruyts@natuurpunt.be,31064,01/01/2025,membersGroup,inactive
bewerken,Groep,213612,Julianaschool Etterbeek,,,d’Oultremontstraat,19,,1040,ETTERBEEK,,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0213/61218+++,isabelle.janssens@julianaschool.be,34660,01/10/2024,membersGroup,inactive
bewerken,Groep,211808,GO! Impuls,,,D'ARCONATISTRAAT,78,bus A,1700,DILBEEK,,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0211/80857+++,kenny.kerckx@impulsdilbeek.be,32841,01/10/2024,membersGroup,inactive
bewerken,Groep,206577,MetX vzw,,,De Lenglentierstr.,20,,1000,Brussel,,01/09/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0206/57764+++,leen@metx.be,27584,01/09/2024,membersGroup,inactive
bewerken,Groep,207513,Vree Wijs! Theater VZW,,,Dendermondsestnwg,163,,9000,Gent,,01/08/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0207/51330+++,johanvanhoorde13@gmail.com,28527,01/08/2024,membersGroup,inactive
bewerken,Groep,28840,Katholieke Hogeschool VIVES Zuid,,,DOORNIKSESTWG,145,,8500,KORTRIJK,1/01/1900,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0028/84031+++,EVERT.COTTYN@VIVES.BE,18758,01/07/2024,membersGroup,inactive
bewerken,Groep,214679,Koninklijke Harmonie Sint-Hilarius Bierbeek V.Z.W.,,,Dorpsstraat,28,,3360,BIERBEEK,,01/01/2026,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0214/67918+++,penningmeester@harmoniebierbeek.be,35731,01/01/2025,membersGroup,inactive
bewerken,Groep,213749,VBS RINKELING,,,DORPSTRAAT,42,,1785,MERCHTEM,,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0213/74958+++,DIRECTIE@RINKELINGSCHOOL.BE,34797,01/07/2024,membersGroup,inactive
bewerken,Groep,211812,Sint-Guido Instituut,,,Dr. Jacobsstraat,67,,1070,ANDERLECHT,,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0211/81261+++,info@sintguido.be,32845,01/10/2024,membersGroup,inactive
bewerken,Groep,203740,AC Geraardsbergen vzw,,,Dreef,55,,9500,GERAARDSBERGEN,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0203/74040+++,acg@val.be,24736,01/11/2024,membersGroup,inactive
bewerken,Groep,95293,ECOLE DECROLY,,,DREVE DES GENDARMES,45,,1180,BRUXELLES (UCCLE),1/01/2015,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0095/29339+++,SECRETARIAT@ECOLEDECROLY.BE,19529,01/11/2024,membersGroup,inactive
bewerken,Groep,97052,GO! BS MAGNOLIA,,,DROGENBOSSTEENWEG,156,,1180,BRUSSEL (UKKEL),1/01/2016,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0097/05252+++,BSGO.UKKEL2@G-O.BE,19663,01/07/2024,membersGroup,inactive
bewerken,Groep,24989,VOLKSKUNSTGRP DOPHEI VZW,,,Duivenstraat,41,,2350,VOSSELAAR,1/01/1900,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0024/98960+++,bestuurdophei@gmail.com,18711,01/10/2024,membersGroup,inactive
bewerken,Groep,209840,Sport en moedig Genk vzw,,,E. Van Dorenlaan,144,,3600,Genk,,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0209/84029+++,bartgeurts13@hotmail.com,30869,01/10/2024,membersGroup,inactive
bewerken,Groep,86404,O.L.V. VISITATIE,,,ELFNOVEMBERSTRAAT,23,,9030,MARIAKERKE (GENT),1/01/2013,01/09/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0086/40474+++,DIRECTIE@BSVM.BE,19218,01/09/2024,membersGroup,inactive
bewerken,Groep,93728,ECOLE COMMUNALE D'ELSAUTE,,,ELSAUTE,8,,4890,THIMISTER-CLERMONT,1/01/2015,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0093/72826+++,ANDRE.MUYLKENS@SKYNET.BE,19445,01/07/2024,membersGroup,inactive
bewerken,Groep,99679,ECOLE SAINT EDOUARD,,,ELSAUTE,88,,4987,STOUMONT,1/01/2017,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0099/67960+++,ST.EDOUARD.STOUMONT@SKYNET.BE,19857,01/07/2024,membersGroup,inactive
bewerken,Groep,212962,Omnisport groenendaal (sportivak vzw),,,esserstraat,6,,8550,ZWEVEGEM,,01/03/2026,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0212/96247+++,bert.v.d.w@hotmail.be,34001,01/03/2025,membersGroup,inactive
bewerken,Groep,211864,KINDERWERKING DE BRUG,,,EUG. JOORSSTRAAT,60,,2140,Borgerhout,,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0211/86416+++,KINDER_WERKING@HOTMAIL.COM,32897,01/10/2024,membersGroup,inactive
bewerken,Groep,213568,safe college,,,F. De Merodestraat,18,,2800,MECHELEN,,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0213/56871+++,sandra@s-a-f-e.be,34616,01/07/2024,membersGroup,inactive
bewerken,Groep,211827,BS Oudenbos,,,F. Hamusdreef,39,,9160,LOKEREN,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0211/82776+++,directie@basisschooloudenbos.be,32860,01/11/2024,membersGroup,inactive
bewerken,Groep,209856,Sint-Jorisschool,,,Fabiolalaan,2,,8930,MENEN,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0209/85645+++,elsje_vandaele@hotmail.com,30885,01/11/2024,membersGroup,inactive
bewerken,Groep,7253,BS FLORALIA,,,FLORALIENLAAN,29,,1200,SINT-LAMBRECHTS-WOLUWE,1/01/1900,01/07/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0007/25375+++,DIRECTIE.FLORALIA@RAGO.BE,18541,01/07/2024,membersGroup,inactive
bewerken,Groep,59896,Vlaams Compostelagenootschap,,,Fr. de Merodestraat,18,,2800,MECHELEN,19/04/2010,01/12/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0059/89647+++,LUC.HOLSTERS@TELENET.BE,18981,01/12/2024,membersGroup,inactive
bewerken,Groep,4779,VBS SINT-MARIABURG,,,FRANS STANDAERTLEI,54,,2180,EKEREN (ANTWERPEN),1/01/1900,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0004/77926+++,DIRECTIE@VBSM.BE,18460,01/10/2024,membersGroup,inactive
bewerken,Groep,214367,Centrum Ganspoel vzw,,,Ganspoel,2,,3040,Huldenberg,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0214/36794+++,kaat.swillen@ganspoel.be,35416,01/11/2024,membersGroup,inactive
bewerken,Groep,92023,TER DREEF,,,GASTHUISSTRAAT,21,,1785,MERCHTEM,1/01/2014,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0092/02367+++,LUC.RINGOOT@TERDREEF.ORG,19350,01/10/2024,membersGroup,inactive
bewerken,Groep,206573,UC Leuven Limburg,,,Geldenaaksebaan,335,,3001,Heverlee,,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0206/57360+++,pascale.meulemans@ucll.be,27580,01/10/2024,membersGroup,inactive
bewerken,Groep,207370,WAC TEAM vzw,,,Gemeenteplaats,29,,2960,BRECHT,,01/02/2026,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0207/37081+++,swa.eliaerts@wacteam.be,28383,01/02/2025,membersGroup,inactive
bewerken,Groep,16069,GEM. BS HET LO,,,GEMEENTESTRAAT,9,,2260,OEVEL,1/01/1900,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0016/06964+++,HETLO@SCARLET.BE,18682,01/10/2024,membersGroup,inactive
bewerken,Groep,202141,Vrij Kl.- en Lag. Ond. Kuurne vzw,,,Gen. Eisenhowerstraat,8,,8520,Kuurne,,01/02/2026,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0202/14190+++,caroline.secretariaat@vrijescholenkuurne.be,23131,01/02/2025,membersGroup,inactive
bewerken,Groep,214443,vzw SMSI College Ieper,,,Gezelleplein,11,,8900,IEPER,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0214/44373+++,bernard.cauliez@smsi.be,35494,01/11/2024,membersGroup,inactive
bewerken,Groep,211679,Jugendinfo Ostbelgien,,,Gospertstrasse,24,,4700,EUPEN,,01/08/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0211/67925+++,stien.vergauwen@jugendinfo.be,32712,01/08/2024,membersGroup,inactive
bewerken,Groep,207916,VBS Mariagaarde,,,Gr. Schobbenslaan,45,,2140,Borgerhout,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0207/91645+++,directie.mariagaarde@sgkod.be,28930,01/11/2024,membersGroup,inactive
bewerken,Groep,89956,Universiteit Antwerpen,,,GROENENBORGERLAAN,171,,2020,ANTWERPEN,23/04/2014,01/12/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0089/95637+++,SARAH.VANMIERLO@UANTWERPEN.BE,19274,01/12/2024,membersGroup,inactive
bewerken,Groep,201367,Universiteit Antwerpen,,,Groenenborgerlaan,171,,2020,Antwerpen,,01/12/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0201/36792+++,KOENPIETERS@YAHOO.COM,22032,01/12/2024,membersGroup,inactive
bewerken,Groep,208195,Ver. Willebroekse Zwemcl. vzw,,,Grote Bergen,16,,2830,WILLEBROEK,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0208/19533+++,ddemaey@telenet.be,29210,01/11/2024,membersGroup,inactive
bewerken,Groep,59786,ARTE MUSICALE vzw,,,GUNDLICHSTRAAT,12,,9032,WONDELGEM,13/04/2010,01/12/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0059/78634+++,ineke.barbaix@artemusicale.be,18978,01/12/2024,membersGroup,inactive
bewerken,Groep,206873,Centrum Baken Van Licht,,,Halewijnlaan,57,bus 31,2050,ANTWERPEN,,01/09/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0206/87369+++,hilde.kina@telenet.be,27885,01/09/2024,membersGroup,inactive
bewerken,Groep,97206,STEMBAND HOPCHORA VZW,,,HALLERTAULAAN,14,,8970,POPERINGE,1/06/2016,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0097/20612+++,HOPCHORA@GMAIL.COM,19682,01/10/2024,membersGroup,inactive
bewerken,Groep,211788,vzw fietsclub 53x11,,,Hammestraat,45,,9220,Hamme,,01/09/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0211/78837+++,katrien.stuyven@telenet.be,32821,01/09/2024,membersGroup,inactive
bewerken,Groep,209109,Novaplus,,,Hardenvoort,41,,2060,ANTWERPEN,,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0209/10974+++,hardenvoort@stedelijklyceum.be,30135,01/10/2024,membersGroup,inactive
bewerken,Groep,98096,SMI LEMBEEK,,,HEERWEG,77,,1502,LEMBEEK,22/09/2016,01/09/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0098/09629+++,INFO@SANCTAMARIALEMBEEK.BE,19718,01/09/2024,membersGroup,inactive
bewerken,Groep,211813,VBS Olsene,,,Heirweg,30,,9870,Olsene,,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0211/81362+++,directie@vbsolsene.be,32846,01/10/2024,membersGroup,inactive
bewerken,Groep,64186,BERKENBOOM,,,HEISTRAAT,206,,9100,SINT-NIKLAAS,7/10/2010,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0064/18669+++,DIRECTEUR@BERKENBOOMHEISTRAAT.BE,19007,01/11/2024,membersGroup,inactive
bewerken,Groep,90126,SINT MEDARDUS,,,HENDELSTRAAT,9,bus A,9910,URSEL,19/05/2014,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0090/12613+++,contact@mederdus.op-weg.be,19296,01/10/2024,membersGroup,inactive
bewerken,Groep,208149,Arcadia vzw,,,Herseltsesteenweg,4,,3200,AARSCHOT,,01/03/2026,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0208/14984+++,ilse.lachi@sjca.be,29164,01/03/2025,membersGroup,inactive
bewerken,Groep,213808,VZW leuvenfietst,,,Hoegaardsestraat,63,,3000,LEUVEN,,01/08/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0213/80820+++,laurent.dupon@gmail.com,34856,01/08/2024,membersGroup,inactive
bewerken,Groep,209830,HEILIGE FAMILIE-SEC. OND.,,,HOFSTRAAT,15,,9100,SINT-NIKLAAS,,01/12/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0209/83019+++,DIRECTIE@HFAMILIE.COM,30859,01/12/2024,membersGroup,inactive
bewerken,Groep,211830,Sint-Calasanz,,,Hoge Weg,15,,2940,Hoevenen,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0211/83079+++,mail@sint-calasanz.be,32863,01/11/2024,membersGroup,inactive
bewerken,Groep,210331,DE KLEINE REUS,,,HOLANDSTRAAT,22,,9681,Nukerke,,01/09/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0210/33135+++,DIRECTIE@DEKLEINEREUS.BE,31361,01/09/2024,membersGroup,inactive
bewerken,Groep,204026,Bernarduscollege,,,Hoogstraat,30,,9700,Oudenaarde,,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0204/02635+++,korneel.vandamme@bernardusscholen.be,25022,01/10/2024,membersGroup,inactive
bewerken,Groep,205950,GLS De Griffel,,,Hortensiastraat,3,,3530,HOUTHALEN-HELCHTEREN,,01/10/2026,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0205/95019+++,directie@degriffel-hh.be,26957,01/10/2025,membersGroup,inactive
bewerken,Groep,214133,ELSA Gent,,,Hoveniersberg,24,,9000,GENT,,01/11/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0214/13354+++,treasurer.gent@be.elsa.org,35182,01/11/2024,membersGroup,inactive
bewerken,Groep,204183,campus Ieperstraat,,,Ieperstraat,5,,2200,Herentals,,01/01/2026,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0204/18395+++,martine.vanderlinden@kosh.be,25179,01/01/2025,membersGroup,inactive
bewerken,Groep,43289,ATLETIEKVER. KNOKKE HEIST,,,IJZERSTRAAT,25,,8301,HEIST-AAN-ZEE,18/06/2008,01/10/2025,Betaald,Lidkaart afprinten | Etiket afprinten,22,+++000/0043/28927+++,JULIE.VANPARYS@KNOKKEHEIST.BE,18869,01/10/2024,membersGroup,inactive
